"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","EO","Female","95","[c]","29170","29290"
"Leaver Dept.","2022","Declared disabled","London","EO","Male","50","[c]","28250","27900"
"Leaver Dept.","2022","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G7","Female","85","[c]","54970","54170"
"Leaver Dept.","2022","Declared disabled","London","G7","Male","55","[c]","56660","56340"
"Leaver Dept.","2022","Declared disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","HEO","Female","110","[c]","34060","34020"
"Leaver Dept.","2022","Declared disabled","London","HEO","Male","70","[c]","34690","34550"
"Leaver Dept.","2022","Declared disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SEO","Female","75","[c]","41010","40590"
"Leaver Dept.","2022","Declared disabled","London","SEO","Male","40","[c]","41670","41280"
"Leaver Dept.","2022","Declared disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","EO","Female","45","[c]","26790","27570"
"Leaver Dept.","2022","Declared disabled","North West (England)","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","EO","Female","35","[c]","27250","27570"
"Leaver Dept.","2022","Declared disabled","Scotland","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
