"Status","Year","Age","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Undeclared","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Unknown","55","45","20150","18310"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Unknown","115","110","22010","21250"
"In post","2022","16-19","Unknown","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Unknown","40","40","23620","21680"
"In post","2022","16-19","Unknown","Ministry of Defence","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Unknown","85","85","17880","17140"
"In post","2022","16-19","Unknown","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","Unknown","90","85","22660","21790"
"In post","2022","16-19","Unknown","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","Unknown","35","35","22480","21050"
"In post","2022","16-19","Unknown","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Heterosexual / straight","70","70","29890","26090"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Heterosexual / straight","120","120","34110","32000"
"In post","2022","20-29","Declared disabled","Cabinet Office","LGBO","50","50","34720","34550"
"In post","2022","20-29","Declared disabled","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
